created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Jan 09 08:10:13 +0000 2024;1744632657701691884;"Pembangunan Ibu Kota Negara baru yang modern dan berkelanjutan. #IKN #02Melanjutkan";0;0;0;0;in;1679438413592944640;1744632657701691884;chavez75482;https://twitter.com/chavez75482/status/1744632657701691884
Tue Jan 09 07:48:07 +0000 2024;1744627092052947400;"Pembangunan Ibu Kota Negara baru yang modern dan berkelanjutan. #IKN #02Melanjutkan";0;0;0;0;in;1678111957751324673;1744627092052947400;BrookeT98027264;https://twitter.com/BrookeT98027264/status/1744627092052947400
Tue Jan 09 07:35:13 +0000 2024;1744623848740286511;"Pembangunan Ibu Kota Negara baru yang modern dan berkelanjutan. #IKN #02Melanjutkan";0;0;0;0;in;1678677289125691392;1744623848740286511;Spencerhil1325;https://twitter.com/Spencerhil1325/status/1744623848740286511
Tue Jan 09 07:27:21 +0000 2024;1744621867988853201;"Istana mulai melakukan persiapan menggelar HUT Kemerdekaan ke-79 yang rencananya akan dilakukan di Ibu Kota Negera (IKN) Nusantara.  #ikn #hutkemerdekaan  https://t.co/VAL5SwXxdg https://t.co/OG9Ey7ySN3";0;0;0;1;in;1129936609;1744621867988853201;RRIPrograma3;https://twitter.com/RRIPrograma3/status/1744621867988853201
Tue Jan 09 06:51:02 +0000 2024;1744612727912559085;"Dalam mewujudkan IKN yang majemuk dan harmonis sesuai dengan identitas Bangsa Indonesia. Sesuai UU IKN No 3 Tahun 2022  #IKN https://t.co/qlN0vwkE9F";0;0;0;0;in;1744568488071733248;1744612727912559085;diskusiinfo10;https://twitter.com/diskusiinfo10/status/1744612727912559085
Tue Jan 09 06:46:46 +0000 2024;1744611656548954254;"IKN akan menjadi Pusat ekonomi baru di luar pulau Jawa  #Nusantara  #IKN https://t.co/ZHzB2cGJ9h";0;0;0;0;in;1744568488071733248;1744611656548954254;diskusiinfo10;https://twitter.com/diskusiinfo10/status/1744611656548954254
Tue Jan 09 06:40:44 +0000 2024;1744610137065812162;"Presiden Joko Widodo menyebut IKN akan menjadi contoh (Showcase) kemajuan dan transformasi Indonesia di berbagai lini dalam berbagai bidang khususnya basis ekonomi  #IKN https://t.co/K98sOEQ2UO";0;0;0;0;in;1744568488071733248;1744610137065812162;diskusiinfo10;https://twitter.com/diskusiinfo10/status/1744610137065812162
Tue Jan 09 06:38:24 +0000 2024;1744609549850640799;"Istana Bahas Persiapan Upacara Kemerdekaan 17 Agustus 2024 di IKN  https://t.co/egoOmr3uhC  #NewsUpdate #IKN #beritaterkini";0;0;0;0;in;1572534565553729538;1744609549850640799;sahabatdotkom;https://twitter.com/sahabatdotkom/status/1744609549850640799
Tue Jan 09 06:37:22 +0000 2024;1744609289829019762;"Menyiapkan SDM Mumpuni lewat program Terintegrasi. Pantau selalu perkembangan terkini Ibukota Nusantara  #IKN #Economics https://t.co/5VVOSfDCGm";0;0;0;0;in;1744568488071733248;1744609289829019762;diskusiinfo10;https://twitter.com/diskusiinfo10/status/1744609289829019762
Tue Jan 09 06:32:53 +0000 2024;1744608163079614825;"Pembangunan Ibu Kota Negara baru yang modern dan berkelanjutan. #IKN #02Melanjutkan";0;0;0;0;in;1678677289125691392;1744608163079614825;Spencerhil1325;https://twitter.com/Spencerhil1325/status/1744608163079614825
